"report_date","active_users","new_users","total_users","user_engagement_duration","user_key_event_rate","active_1day_users","active_7day_users","active_28day_users","dau_per_wau","dau_per_mau","wau_per_mau","first_time_purchasers","first_time_purchaser_rate","total_purchasers","first_time_purchasers_per_new_user","new_vs_returning"
2024-10-10,47,0,47,4039,0.02127659574468085,47,188,642,0.25,0.07035928143712575,0.281437125748503,0,0.0,0,0.0,returning
2024-10-10,13,0,20,94,0.0,13,19,49,0.6842105263157895,0.26,0.21971631205673758,0,0.0,0,0.0,(not set)
2024-10-11,246,246,246,9326,0.08536585365853659,246,1632,6628,0.15073529411764705,0.03497298834233722,0.39215686274509803,0,0.0,0,0.0,new
2024-10-11,35,0,35,1704,0.02857142857142857,35,183,648,0.1912568306010929,0.051470588235294115,0.2691176470588235,0,0.0,0,0.0,returning
2024-10-11,1,0,10,8,0.0,1,20,47,0.05,0.0196078431372549,0.23201592266135912,0,0.0,0,0.0,(not set)
2024-10-12,525,525,525,18684,0.08761904761904762,525,1933,6938,0.27159855147439216,0.07186858316221766,0.3888888888888889,0,0.0,0,0.0,new
2024-10-12,31,0,31,5691,0.0967741935483871,31,190,673,0.1631578947368421,0.04486251808972504,0.27496382054992763,0,0.0,0,0.0,returning
2024-10-12,4,0,12,22,0.0,4,21,51,0.19047619047619047,0.07407407407407407,0.2646132785763176,0,0.0,0,0.0,(not set)
2024-10-13,515,513,515,14538,0.07572815533980583,515,2333,7161,0.22074582083154737,0.06747019520503078,0.4339622641509434,0,0.0,0,0.0,new
2024-10-13,37,0,37,11071,0.08108108108108109,37,198,693,0.18686868686868688,0.052556818181818184,0.3056465347831783,0,0.0,0,0.0,returning
2024-10-13,2,0,11,50,0.0,2,23,52,0.08695652173913043,0.03773584905660377,0.28125,0,0.0,0,0.0,(not set)
2024-10-14,408,408,408,16118,0.056372549019607844,408,2491,6857,0.16378964271376958,0.05188859214040443,0.5571428571428572,0,0.0,0,0.0,new
2024-10-14,43,0,43,2536,0.0,43,207,680,0.20772946859903382,0.059147180192572216,0.3168002034846751,0,0.0,0,0.0,returning
2024-10-14,17,0,30,118,0.0,17,39,65,0.4358974358974359,0.24285714285714285,0.28473177441540576,0,0.0,0,0.0,(not set)
2024-10-15,236,235,236,10690,0.11016949152542373,236,2463,6544,0.09581810799837596,0.030233153984114785,0.5555555555555556,0,0.0,0,0.0,new
2024-10-15,45,0,45,3174,0.044444444444444446,45,210,658,0.21428571428571427,0.06056527590847914,0.31552651806302845,0,0.0,0,0.0,returning
2024-10-15,4,0,12,388,0.25,4,40,64,0.1,0.05555555555555555,0.28263795423956933,0,0.0,0,0.0,(not set)
